cWed Feb  5 09:51:21 2020 [pid 2] CONNECT: Client "192.168.81.235"
Tue Feb 11 22:36:26 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD .."
Tue Feb 11 22:36:26 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 22:36:29 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_client"
Tue Feb 11 22:36:29 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 22:36:30 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 22:36:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 22:36:30 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 22:36:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 22:36:30 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 22:36:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 22:36:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 22:41:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 22:56:02 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 22:56:02 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 22:56:07 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 22:56:07 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 22:56:08 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 22:56:08 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 22:56:08 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 22:56:08 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 22:56:08 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 22:58:13 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PORT 192,168,48,198,134,199"
Tue Feb 11 22:58:13 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "500 Illegal PORT command."
Tue Feb 11 22:58:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 22:58:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 22:58:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 22:58:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 22:58:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 22:58:29 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_client"
Tue Feb 11 22:58:29 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 22:58:31 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 22:58:32 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 22:58:32 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 22:58:32 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 22:58:32 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:00:28 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PWD"
Tue Feb 11 23:00:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "257 "/home/crio-user/ftp_client" is the current directory"
Tue Feb 11 23:00:37 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:00:37 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:00:37 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:00:37 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:00:37 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "RETR clt8.txt"
Tue Feb 11 23:00:37 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Opening BINARY mode data connection for clt8.txt (1048576 bytes)."
Tue Feb 11 23:00:37 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "426 Failure writing network stream."
Tue Feb 11 23:00:37 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "3.6.238.35", "/home/crio-user/ftp_client/clt8.txt", 458752 bytes, 11838.07Kbyte/sec
Tue Feb 11 23:00:46 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:00:46 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:00:46 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt2.txt"
Tue Feb 11 23:00:46 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:00:46 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_client/clt2.txt", 0.00Kbyte/sec
Tue Feb 11 23:00:46 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:05:46 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 23:24:49 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:24:49 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:24:55 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:24:55 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:25:06 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:25:06 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:25:06 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:25:06 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:25:06 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:25:08 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PWD"
Tue Feb 11 23:25:08 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "257 "/home/crio-user" is the current directory"
Tue Feb 11 23:25:33 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:25:33 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:25:36 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:25:36 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:25:36 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:25:37 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:25:37 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:25:37 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:25:37 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:25:43 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PWD"
Tue Feb 11 23:25:43 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "257 "/home/crio-user" is the current directory"
Tue Feb 11 23:26:02 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_clieny"
Tue Feb 11 23:26:02 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "550 Failed to change directory."
Tue Feb 11 23:26:04 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_client"
Tue Feb 11 23:26:04 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:26:05 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:26:05 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:26:05 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:26:05 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:26:05 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:26:12 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:26:12 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:26:12 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:26:12 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:26:12 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "RETR clt7.txt"
Tue Feb 11 23:26:12 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Opening BINARY mode data connection for clt7.txt (1048576 bytes)."
Tue Feb 11 23:26:12 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "426 Failure writing network stream."
Tue Feb 11 23:26:12 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "3.6.238.35", "/home/crio-user/ftp_client/clt7.txt", 327680 bytes, 8132.35Kbyte/sec
Tue Feb 11 23:27:00 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:27:00 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:27:00 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "RETR clt7.txt"
Tue Feb 11 23:27:00 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Opening BINARY mode data connection for clt7.txt (327680 bytes)."
Tue Feb 11 23:27:00 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "3.6.238.35", "/home/crio-user/ftp_client/clt7.txt", 327680 bytes, 17591.12Kbyte/sec
Tue Feb 11 23:27:00 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:27:09 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:27:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:27:09 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt7.txt"
Tue Feb 11 23:27:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:27:09 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_client/clt7.txt", 327680 bytes, 13953.69Kbyte/sec
Tue Feb 11 23:27:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:27:13 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD .."
Tue Feb 11 23:27:14 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:27:17 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:27:17 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:27:19 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 23:27:19 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 23:27:19 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:27:19 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:27:19 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:27:19 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:27:19 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:27:27 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD .."
Tue Feb 11 23:27:27 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:28:10 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "QUIT"
Tue Feb 11 23:28:10 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "221 Goodbye."
Tue Feb 11 23:28:14 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:28:14 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:28:17 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:28:17 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:28:18 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:28:18 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:28:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:28:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:28:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:28:26 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PWD"
Tue Feb 11 23:28:26 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "257 "/home/crio-user" is the current directory"
Tue Feb 11 23:28:35 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:28:35 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:28:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:28:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:28:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PORT 192,168,48,198,170,103"
Tue Feb 11 23:28:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "500 Illegal PORT command."
Tue Feb 11 23:28:45 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:28:45 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:28:45 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "RETR srv5.txt"
Tue Feb 11 23:28:45 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Opening BINARY mode data connection for srv5.txt (1048576 bytes)."
Tue Feb 11 23:28:59 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:28:59 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:29:02 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:29:02 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:29:03 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:29:03 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:29:03 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:29:03 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:29:03 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:29:07 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:29:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:29:23 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PORT 192,168,48,198,186,133"
Tue Feb 11 23:29:23 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "500 Illegal PORT command."
Tue Feb 11 23:29:26 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:29:26 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:29:26 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:29:27 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:29:27 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:29:33 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:29:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:29:41 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:29:41 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:29:41 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "RETR srv2.txt"
Tue Feb 11 23:29:41 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Opening BINARY mode data connection for srv2.txt (1048576 bytes)."
Tue Feb 11 23:29:47 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:29:47 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:29:57 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:29:57 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:29:59 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:29:59 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:29:59 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:29:59 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:29:59 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:30:08 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 23:30:53 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:30:53 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:30:57 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:30:57 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:30:57 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:30:57 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:30:57 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:30:57 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:30:57 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:31:08 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:31:08 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:31:16 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:31:16 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:31:16 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:31:16 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:31:16 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "RETR srv5.txt"
Tue Feb 11 23:31:16 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Opening BINARY mode data connection for srv5.txt (1048576 bytes)."
Tue Feb 11 23:31:16 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/srv5.txt", 1048576 bytes, 53708.17Kbyte/sec
Tue Feb 11 23:31:16 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:31:30 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:31:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:31:30 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR srv5.txt"
Tue Feb 11 23:31:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:31:30 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/srv5.txt", 1048576 bytes, 40337.19Kbyte/sec
Tue Feb 11 23:31:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:31:32 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD .."
Tue Feb 11 23:31:32 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:31:38 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_client"
Tue Feb 11 23:31:38 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:31:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 23:31:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 23:31:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:31:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:31:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:31:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:31:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:34:11 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:34:11 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:34:11 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:34:11 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:34:11 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:34:13 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PWD"
Tue Feb 11 23:34:13 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "257 "/home/crio-user/ftp_client" is the current directory"
Tue Feb 11 23:34:43 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:34:43 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "550 Failed to change directory."
Tue Feb 11 23:34:44 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:34:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:34:44 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:34:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:34:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:34:48 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PWD"
Tue Feb 11 23:34:48 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "257 "/home/crio-user/ftp_client" is the current directory"
Tue Feb 11 23:34:52 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD .."
Tue Feb 11 23:34:52 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:34:59 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 23:35:02 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:35:02 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:35:12 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:35:12 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:35:12 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:35:12 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:35:12 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:35:25 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:35:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
