cWed Feb  5 09:51:21 2020 [pid 2] CONNECT: Client "192.168.81.235"
Sat Feb  8 16:44:55 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Here comes the directory listing."
Sat Feb  8 16:44:55 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Directory send OK."
Sat Feb  8 16:45:17 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "TYPE I"
Sat Feb  8 16:45:17 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "200 Switching to Binary mode."
Sat Feb  8 16:45:17 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:45:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:45:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "RETR clt.txt"
Sat Feb  8 16:45:19 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Opening BINARY mode data connection for clt.txt (1073741824 bytes)."
Sat Feb  8 16:45:32 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "3.6.229.254", "/home/crio-user/ftp_client/clt.txt", 1073741824 bytes, 79919.84Kbyte/sec
Sat Feb  8 16:45:32 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Transfer complete."
Sat Feb  8 16:45:36 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD .."
Sat Feb  8 16:45:36 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:45:53 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD ftp_server"
Sat Feb  8 16:45:53 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:45:58 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:45:58 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:45:58 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "RETR srv.txt"
Sat Feb  8 16:45:58 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Opening BINARY mode data connection for srv.txt (1073741824 bytes)."
Sat Feb  8 16:45:58 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "426 Failure writing network stream."
Sat Feb  8 16:45:58 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "3.6.229.254", "/home/crio-user/ftp_server/srv.txt", 0.00Kbyte/sec
Sat Feb  8 16:46:07 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "TYPE A"
Sat Feb  8 16:46:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "200 Switching to ASCII mode."
Sat Feb  8 16:46:07 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:46:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:46:07 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "LIST"
Sat Feb  8 16:46:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Here comes the directory listing."
Sat Feb  8 16:46:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Directory send OK."
Sat Feb  8 16:46:17 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD .."
Sat Feb  8 16:46:17 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:46:29 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD ftp_client"
Sat Feb  8 16:46:29 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:46:31 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:46:31 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:46:31 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "LIST"
Sat Feb  8 16:46:31 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Here comes the directory listing."
Sat Feb  8 16:46:31 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Directory send OK."
Sat Feb  8 16:46:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "TYPE I"
Sat Feb  8 16:46:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "200 Switching to Binary mode."
Sat Feb  8 16:46:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:46:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,147)."
Sat Feb  8 16:46:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "STOR srv.txt"
Sat Feb  8 16:46:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Ok to send data."
Sat Feb  8 16:46:40 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.229.254", "/home/crio-user/ftp_client/srv.txt", 0.00Kbyte/sec
Sat Feb  8 16:46:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Transfer complete."
Sat Feb  8 16:46:56 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:46:56 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:46:56 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "RETR srv.txt"
Sat Feb  8 16:46:56 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Opening BINARY mode data connection for srv.txt (0 bytes)."
Sat Feb  8 16:46:56 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "3.6.229.254", "/home/crio-user/ftp_client/srv.txt", 0.00Kbyte/sec
Sat Feb  8 16:46:56 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Transfer complete."
Sat Feb  8 16:46:58 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD .."
Sat Feb  8 16:46:58 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:47:05 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD ftp_server"
Sat Feb  8 16:47:05 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:47:06 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "TYPE A"
Sat Feb  8 16:47:06 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "200 Switching to ASCII mode."
Sat Feb  8 16:47:06 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:47:06 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:47:07 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "LIST"
Sat Feb  8 16:47:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Here comes the directory listing."
Sat Feb  8 16:47:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Directory send OK."
Sat Feb  8 16:47:13 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "TYPE I"
Sat Feb  8 16:47:13 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "200 Switching to Binary mode."
Sat Feb  8 16:47:13 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:47:13 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,147)."
Sat Feb  8 16:47:13 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "STOR clt.txt"
Sat Feb  8 16:47:14 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Ok to send data."
Sat Feb  8 16:47:14 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.229.254", "/home/crio-user/ftp_server/clt.txt", 0.00Kbyte/sec
Sat Feb  8 16:47:14 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Transfer complete."
Sat Feb  8 16:47:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "TYPE A"
Sat Feb  8 16:47:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "200 Switching to ASCII mode."
Sat Feb  8 16:47:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:47:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,147)."
Sat Feb  8 16:47:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "LIST"
Sat Feb  8 16:47:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Here comes the directory listing."
Sat Feb  8 16:47:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Directory send OK."
Sat Feb  8 16:47:39 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "421 Timeout."
Sat Feb  8 16:49:23 2020 [pid 2] CONNECT: Client "3.6.229.254"
Sat Feb  8 16:49:23 2020 [pid 2] FTP response: Client "3.6.229.254", "220 (vsFTPd 3.0.3)"
Sat Feb  8 16:49:32 2020 [pid 2] FTP command: Client "3.6.229.254", "USER crio-user"
Sat Feb  8 16:49:32 2020 [pid 2] [crio-user] FTP response: Client "3.6.229.254", "331 Please specify the password."
Sat Feb  8 16:49:33 2020 [pid 2] [crio-user] FTP command: Client "3.6.229.254", "PASS <password>"
Sat Feb  8 16:49:33 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.229.254"
Sat Feb  8 16:49:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "230 Login successful."
Sat Feb  8 16:49:33 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "SYST"
Sat Feb  8 16:49:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "215 UNIX Type: L8"
Sat Feb  8 16:49:45 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD ftp_server"
Sat Feb  8 16:49:45 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:49:46 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:49:46 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:49:46 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "LIST"
Sat Feb  8 16:49:46 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Here comes the directory listing."
Sat Feb  8 16:49:46 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Directory send OK."
Sat Feb  8 16:50:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "TYPE I"
Sat Feb  8 16:50:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "200 Switching to Binary mode."
Sat Feb  8 16:50:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:50:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:50:18 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "RETR srv.txt"
Sat Feb  8 16:50:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Opening BINARY mode data connection for srv.txt (1073741824 bytes)."
Sat Feb  8 16:50:23 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "3.6.229.254", "/home/crio-user/ftp_server/srv.txt", 1073741824 bytes, 206640.84Kbyte/sec
Sat Feb  8 16:50:23 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Transfer complete."
Sat Feb  8 16:50:28 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD .."
Sat Feb  8 16:50:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:50:39 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "CWD ftp_client"
Sat Feb  8 16:50:39 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "250 Directory successfully changed."
Sat Feb  8 16:50:48 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:50:48 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,147)."
Sat Feb  8 16:50:48 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "STOR srv.txt"
Sat Feb  8 16:50:48 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "150 Ok to send data."
Sat Feb  8 16:50:48 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.229.254", "/home/crio-user/ftp_client/srv.txt", 0.00Kbyte/sec
Sat Feb  8 16:50:48 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "226 Transfer complete."
Sat Feb  8 16:51:01 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "PASV"
Sat Feb  8 16:51:01 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "227 Entering Passive Mode (192,168,87,2,31,146)."
Sat Feb  8 16:51:01 2020 [pid 3] [crio-user] FTP command: Client "3.6.229.254", "RETR clt.txt"
Sat Feb  8 16:51:01 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "550 Failed to open file."
Sat Feb  8 16:51:01 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "3.6.229.254", "/home/crio-user/ftp_client/clt.txt", 0.00Kbyte/sec
Sat Feb  8 16:52:18 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "421 Timeout."
Sat Feb  8 16:56:01 2020 [pid 3] [crio-user] FTP response: Client "3.6.229.254", "421 Timeout."
Sat Feb  8 17:10:41 2020 [pid 2] CONNECT: Client "51.89.173.198"
Sat Feb  8 17:10:41 2020 [pid 2] FTP response: Client "51.89.173.198", "220 (vsFTPd 3.0.3)"
Sat Feb  8 17:10:41 2020 [pid 2] FTP command: Client "51.89.173.198", "????U???Q??A??????-?H??I~?F??/???\/YV?OJKB?????/?+???????????"
Sat Feb  8 17:10:41 2020 [pid 2] FTP response: Client "51.89.173.198", "530 Please login with USER and PASS."
Sat Feb  8 17:10:41 2020 [pid 2] FTP command: Client "51.89.173.198", "???/?5???"
Sat Feb  8 17:10:41 2020 [pid 2] FTP response: Client "51.89.173.198", "530 Please login with USER and PASS."
Sat Feb  8 17:10:41 2020 [pid 2] FTP command: Client "51.89.173.198", "???.??????????"
Sat Feb  8 17:10:41 2020 [pid 2] FTP response: Client "51.89.173.198", "530 Please login with USER and PASS."
Sat Feb  8 17:10:41 2020 [pid 2] FTP command: Client "51.89.173.198", "???????????????????"
Sat Feb  8 17:10:41 2020 [pid 2] FTP response: Client "51.89.173.198", "530 Please login with USER and PASS."
Sat Feb  8 17:10:41 2020 [pid 2] FTP command: Client "51.89.173.198", "?????????????????????"
Sat Feb  8 17:10:41 2020 [pid 2] FTP response: Client "51.89.173.198", "530 Please login with USER and PASS."
Sat Feb  8 17:35:45 2020 [pid 2] CONNECT: Client "3.6.226.119"
Sat Feb  8 17:35:45 2020 [pid 2] FTP response: Client "3.6.226.119", "220 (vsFTPd 3.0.3)"
Sat Feb  8 17:35:50 2020 [pid 2] FTP command: Client "3.6.226.119", "USER crio-user"
Sat Feb  8 17:35:50 2020 [pid 2] [crio-user] FTP response: Client "3.6.226.119", "331 Please specify the password."
Sat Feb  8 17:35:51 2020 [pid 2] [crio-user] FTP command: Client "3.6.226.119", "PASS <password>"
Sat Feb  8 17:35:51 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.226.119"
Sat Feb  8 17:35:51 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "230 Login successful."
Sat Feb  8 17:35:51 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "SYST"
Sat Feb  8 17:35:51 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "215 UNIX Type: L8"
Sat Feb  8 17:38:42 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "CWD ftp_client/"
Sat Feb  8 17:38:42 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "250 Directory successfully changed."
Sat Feb  8 17:38:44 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "PASV"
Sat Feb  8 17:38:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "227 Entering Passive Mode (192,168,51,60,31,146)."
Sat Feb  8 17:38:44 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "LIST"
Sat Feb  8 17:38:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "150 Here comes the directory listing."
Sat Feb  8 17:38:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "226 Directory send OK."
Sat Feb  8 17:39:09 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "TYPE I"
Sat Feb  8 17:39:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "200 Switching to Binary mode."
Sat Feb  8 17:39:09 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "PASV"
Sat Feb  8 17:39:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "227 Entering Passive Mode (192,168,51,60,31,147)."
Sat Feb  8 17:39:09 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "RETR client.txt"
Sat Feb  8 17:39:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "150 Opening BINARY mode data connection for client.txt (1073741824 bytes)."
Sat Feb  8 17:39:22 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "3.6.226.119", "/home/crio-user/ftp_client/client.txt", 1073741824 bytes, 82531.01Kbyte/sec
Sat Feb  8 17:39:22 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "226 Transfer complete."
Sat Feb  8 17:39:29 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "CWD .."
Sat Feb  8 17:39:29 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "250 Directory successfully changed."
Sat Feb  8 17:39:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "CWD ftp_server/"
Sat Feb  8 17:39:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "250 Directory successfully changed."
Sat Feb  8 17:39:44 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "TYPE A"
Sat Feb  8 17:39:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "200 Switching to ASCII mode."
Sat Feb  8 17:39:44 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "PASV"
Sat Feb  8 17:39:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "227 Entering Passive Mode (192,168,51,60,31,147)."
Sat Feb  8 17:39:44 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "LIST"
Sat Feb  8 17:39:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "150 Here comes the directory listing."
Sat Feb  8 17:39:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "226 Directory send OK."
Sat Feb  8 17:40:02 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "TYPE I"
Sat Feb  8 17:40:02 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "200 Switching to Binary mode."
Sat Feb  8 17:40:03 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "PASV"
Sat Feb  8 17:40:03 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "227 Entering Passive Mode (192,168,51,60,31,147)."
Sat Feb  8 17:40:03 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "RETR server.txt"
Sat Feb  8 17:40:03 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "150 Opening BINARY mode data connection for server.txt (1073741824 bytes)."
Sat Feb  8 17:40:16 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "3.6.226.119", "/home/crio-user/ftp_server/server.txt", 1073741824 bytes, 80469.30Kbyte/sec
Sat Feb  8 17:40:17 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "226 Transfer complete."
Sat Feb  8 17:40:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "PASV"
Sat Feb  8 17:40:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "227 Entering Passive Mode (192,168,51,60,31,147)."
Sat Feb  8 17:40:40 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "STOR client.txt"
Sat Feb  8 17:40:40 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "150 Ok to send data."
Sat Feb  8 17:40:54 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.226.119", "/home/crio-user/ftp_server/client.txt", 1073741824 bytes, 74677.04Kbyte/sec
Sat Feb  8 17:40:54 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "226 Transfer complete."
Sat Feb  8 17:41:02 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "CWD .."
Sat Feb  8 17:41:02 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "250 Directory successfully changed."
Sat Feb  8 17:41:08 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "CWD ftp_client/"
Sat Feb  8 17:41:08 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "250 Directory successfully changed."
Sat Feb  8 17:41:09 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "TYPE A"
Sat Feb  8 17:41:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "200 Switching to ASCII mode."
Sat Feb  8 17:41:09 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "PASV"
Sat Feb  8 17:41:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "227 Entering Passive Mode (192,168,51,60,31,146)."
Sat Feb  8 17:41:09 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "LIST"
Sat Feb  8 17:41:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "150 Here comes the directory listing."
Sat Feb  8 17:41:09 2020 [pid 3] [crio-user] FTP response: Client "3.6.226.119", "226 Directory send OK."
Sat Feb  8 17:41:20 2020 [pid 3] [crio-user] FTP command: Client "3.6.226.119", "TYPE I"
